hs6,hscode,품명,MFN(2순위),잠정세율(2순위),APTA(1순위),FTA세율
30353,303530000,"Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",7%,,4.70%,3.60%
30354,303540000,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",7%,,4.70%,3%
30355,303550000,Jack and horse mackerel(Trachurus spp.),7%,,3.50%,0%
30356,303560000,Cobia(Rachycentron canadum),7%,,3.50%,0%
30357,303570000,Swordfish(Xiphias gladius),7%,,3.50%,3%
30359,303591000,Silver Pomfret (Pomfret genus),7%,,3.50%,5.30%
30359,303599010,"Frozen capelin, except edible offal",7%,5%,3.50%,5.30%
30359,303599090,Other,7%,,3.50%,5.30%
30363,303630000,"Cod(Gadus morhua, Gadus ogac, Gadus macrocep halus)",7%,2%,4.70%,3%
30364,303640000,Haddock(melanogrammus aeglefinus),7%,,4.70%,3.60%
30365,303650000,Coalfish(Pollachius virens),7%,,4.70%,3.60%
30366,303660000,"Hake(Merluccius spp. , urophycis spp.)",7%,,,3.60%
30367,303670000,Alaska pollack(Theragra chalcogramma),7%,5%,3.50%,3%
30368,303680000,"Blue whitings(Micromesistius poutassou, Micromesistius australis)",7%,,3.50%,0%
30369,303690000,Other,7%,,3.50%,0%
30381,303810010,"Endangered shark(excluding edible fish offal of subheading 0302.91 to 0302.99), frozen",7%,,5.30%,3.60%
30381,303810090,"Other sharks(excluding edible fish offal of subheading 0302.91 to 0302.99), frozen",7%,,5.30%,3.60%
30382,303820000,Rays and skates(Rajidae),7%,,3.50%,0%
30383,303830000,Toothfish(Dissostichus spp.),7%,,3.50%,3%
30384,303840000,Seabass(Dicentrarchus spp.),7%,,4.70%,3.60%
30389,303891000,Scabber fish(Trichurius),7%,5%,3.50%,3%
30389,303892000,Yellow croaker(Pseudosicaena),7%,,3.50%,3%
30389,303893000,Tilapia,7%,,3.50%,3%
30389,303899001,"Other perch, frozen (excluding edible fish offal of subheading 0302.91 to 0302.99)",7%,,3.50%,5.30%
30389,303899010,"Other endangered fish frozen, not elsewhere specified or included(excluding edible fish offal of subheading 0302.91 to 0302.99)",7%,,3.50%,5.30%
30389,303899020,Frozen flat scorpionfish genera(excluding edible fish offal of subheading 0302.91 to 0302.99),7%,,3.50%,5.30%
30389,303899030,Frozen Jun scorpionfish belongs to fin (leaf scorpionfish) (excluding edible fish offal of subheading 0302.91 to 0302.99),7%,,3.50%,5.30%
30389,303899090,"Other fish frozen, not elsewhere specified or included (excluding edible fish offal of subheading 0302.91 to 0302.99)",7%,,3.50%,5.30%
30391,303910010,"Forzen livers, roes and milt of endangered fish",7%,,6.30%,3%
30391,303910090,"Other forzen livers, roes and milt",7%,,6.30%,3%
30392,303920010,Frozen endangered Shark fins,12%,,9%,3.60%
30392,303920090,Other frozen Shark fins,12%,,9%,3.60%
30399,303990010,Other edible offals of endangered fish,7%,,4.70%,3%
30399,303990020,"Frozen edible fish offals of Turbots, flatfish, herring, mackerel, Pomfret, hairtail, Nile perch and other perch?",7%,,4.70%,3%
30399,303990090,Other frozen edible offals of other fish,7%,,4.70%,3%
30431,304310000,Tilapia(oreochromis spp.),7%,,5.30%,3.60%
30432,304320000,"Catfish(pangasius spp. , silurus spp. , clarias spp. , ictalurus spp.)",7%,,5.30%,3.60%
30433,304330000,Nile perch(lates niloticus),7%,,5.30%,3.60%
30439,304390010,Fresh or chilled fillets of marbled eels,7%,,5.30%,3.60%
30439,304390020,Fresh or chilled fillets of european eels,7%,,5.30%,3.60%
30439,304390090,"Fresh or chilled fillets of Carp(Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), Mylopharyngodon piceus) and snakeheads(Channa spp).",7%,,5.30%,3.60%
30441,304410000,"Pacific salmon(Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon(Hucho hucho)",7%,,5.30%,3.60%
30442,304420000,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",7%,,5.30%,3.60%
30443,304430000,"Flat fish(Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",7%,,5.30%,3.60%
30444,304440000,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",7%,,5.30%,3.60%
30445,304450000,Swordfish(Xiphias gladius),7%,,5.30%,3.60%
30446,304460000,Toothfish(Dissostichus spp.),7%,,5.30%,3.60%
30447,304470010,Fresh or chilled fillets of endangered Shark,7%,,5.30%,3.60%
30447,304470090,Fresh or chilled fillets of other Shark,7%,,5.30%,3.60%
30448,304480010,Fresh or chilled fillets of endangered Ray and skates,7%,,5.30%,3.60%
30448,304480090,Fresh or chilled fillets of other Ray and skates,7%,,5.30%,3.60%
30449,304490010,Fresh or chilled fillets of Other endangered fish,7%,,5.30%,3.60%
30449,304490090,Fresh or chilled fillets of fish,7%,,5.30%,3.60%
30451,304510010,"Marbled eels, fresh or chilled (whether or not minced)",7%,,5.30%,3.60%
30451,304510020,"Meat of european eels, fresh or chilled (whether or not minced)",7%,,5.30%,3.60%
30451,304510090,"Fresh or chilled fish meat of Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus , Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)",7%,,5.30%,3.60%
30452,304520000,Salmonoids,7%,,5.30%,3.60%
30453,304530000,"Fish of the families bregmacerotidae, euclichthyidae, gadidae, macrouridae, melanonidae, merluccidae, moridae and Muraenolepididae",7%,,5.30%,3.60%
30454,304540000,Swordfish(Xiphias gladius),7%,,5.30%,3.60%
30455,304550000,Toothfish(Dissostichus spp.),7%,,5.30%,3.60%
30456,304560010,"Fresh or chilled fish meat of endangered Shark, whether or not minced",7%,,5.30%,3.60%
30456,304560090,"Fresh or chilled fish meat of other Shark, whether or not minced",7%,,5.30%,3.60%
30457,304570010,"Fresh or chilled fish meat of endangered Ray and skates, whether or not minced",7%,,5.30%,3.60%
30457,304570090,"Fresh or chilled fish meat of other Ray and skates, whether or not minced",7%,,5.30%,3.60%
30459,304590010,"Other endangered fish meat, fresh or chilled(whether or not minced)",7%,,5.30%,3.60%
30459,304590090,"Other fish meat, fresh or chilled (whether or not minced)",7%,,5.30%,3.60%
30461,304610000,Tilapia(oreochromis spp.),7%,,,3%
30462,304621100,Channel catfish(ictaluru punctatus),7%,,,3%
30462,304621900,Other,7%,,,3%
30462,304629000,Other,7%,,,3%
30463,304630000,Nile perch(Lates niloticus),7%,,,3%
30469,304690010,Frozen fillets of marbled eels,7%,,,3%
30469,304690020,Frozen fillets of european eels,7%,,,3%
30469,304690090,"Frozen fillets of Carp(Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), Mylopharyngodon piceus) and snakeheads(Channa spp).",7%,,,3%
30471,304710000,"Cod(Gadus morhua, Gadus ogac, Gadus macrocephalus)",7%,,,3%
30472,304720000,Haddock(Melanogrammus aeglefinus),7%,,,3%
30473,304730000,Coalfish(Pollachius virens),7%,,,3%
30474,304740000,Hake(Merluccius spp. Urophycis spp.),7%,,,3%
30475,304750000,Alaska pollack(Theragra chalcogramma),7%,,,3%
30479,304790000,Other,7%,,,3%
30481,304810000,"Pacific salmon(Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon(Salmo salar) and Danube salmon(Hucho hucho)",7%,,,3%
30482,304820000,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",7%,,,3%
30483,304830000,"Flat fish(Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",7%,,,3%
30484,304840000,Swordfish(Xiphias gladius),7%,,,3%
30485,304850000,Toothfish(Dissostichus spp.),7%,,,3%
30486,304860000,"Herring(Clupea harengus, clupea pallasii)",7%,,,3%
30487,304870000,"Tunas(of the genus Thunnus), skipjack or stripebel-lied bonito(Euthynnus(Katsuwonus)pelamis)",7%,,,3%
30488,304880010,"Frozen fillets of endangered Shark, Ray and skates",7%,,,3%
30488,304880090,"Frozen fillets of other Shark, Ray and skates",7%,,,3%
30489,304890010,Other endangered fish fillets,7%,,,3%
30489,304890090,Other fish fillets,7%,,,3%
30491,304910000,Swordfish(Xiphias gladius),7%,,,3%
30492,304920000,Toothfish(Dissostichus spp.),7%,,,3%
30493,304930010,Frozen meat of marbled eels(whether or not minced),7%,,,3%
30493,304930020,Frozen meat of european eels(whether or not minced),7%,,,3%
30493,304930090,"Fresh or chilled fish meat of Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus , Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)",7%,,,3%
30494,304940000,Alaska Pollack(Theragra chalcogramma),7%,,,3%
30495,304950000,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska Pollack(Theragra chalcogramma)",7%,,,3%
30496,304960010,"Forzen endangered Shark meat, whether or not minced",7%,,,3%
30496,304960090,"Forzen other Shark meat, whether or not minced",7%,,,3%
30497,304970010,"Forzen meat of endangered Ray and skates, whether or not minced",7%,,,3%
30497,304970090,"Forzen meat of other Ray and skates, whether or not minced",7%,,,3%
30499,304990010,Other meat of endangered fish (whether or not minced)frozen,7%,,,3%
30499,304990090,Other fish meat(whether or not minced)frozen,7%,,,3%
30510,305100000,"Flours, meals and pellets of fish, fit for human consumption",7%,,,3%
30520,305200010,"Livers, roes and milt of endangered fish, dried, smoked, salted or in brine",7%,,,3%
30520,305200090,"Livers, roes and milt of other fish, dried, smoked, salted or in brine",7%,,,3%
30531,305310010,"Fillets of marbled eels(Anguilla marmorata), dried, smoked, salted or in brine(excluding smoked)",7%,,5.50%,3%
30531,305310020,"Fillets of Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus , Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus)and snakeheads (Channa spp.), dried, salted or in brine(excluding smoked)",7%,,5.50%,3%
30531,305310090,"Fish fillets of tilapia(oreochromis spp.), catfish(Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), eels(Aguilla spp.), nile perch (Lates niloticus) and snakeheads(Channa spp.), dried, salted or in brine, but not smoked",7%,,5.50%,3%
30532,305320000,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",7%,,5.50%,3%
30539,305390010,"Endangered fish fillets, dried, salted or in brine (other than smoked)",7%,,5.50%,3%
30539,305390090,"Fish fillets, dried, salted or in brine (excluding smoked)",7%,,5.50%,3%
30541,305411000,Atlantic salmon,14%,,,4.20%
30541,305412000,Pacific salmon and Danube salmon,7%,,,4.20%
30542,305420000,"Herrings(Atlantic herring, Pacific herring)",7%,,,8.50%
30543,305430000,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",14%,,,4.20%
30544,305440010,"Marbled eels and fillets, smoked(other than edible for human consumption)",7%,,,4.20%
30544,305440020,"European eels and fillets, smoked (other than edible for human consumption)",7%,,,4.20%
30544,305440090,"smoked Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus , Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus)and snakeheads (Channa spp.), dried, salted or in brine(excluding smoked) (other than edible fish offal)",7%,,,4.20%
30549,305490020,"Other endangered fish and its fillets, smoked",7%,,,4.20%
30549,305490090,"Other fish and their fillets, smoked",7%,,,4.20%
30551,305510000,"Cod(Gadus morhua, Gadus ogac, Gadus macrocephalus)",7%,,,8.50%
30552,305520000,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Si-lurus spp., Clarias spp., Ictalurus spp.), carp (Cypri-nus spp., Carassius spp., Ctenopharyngodon idellus Hypophthalmichthys spp., Cirrhinus spp., Mylopharyn-godon piceus , Catla catla, Labeo spp., Osteochilus has-selti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus)and snake-heads (Channa spp.)",7%,,,8.50%
30553,305530000,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than cod (Gadusmorhua, Gadus ogac, Gadus macrocephalus)",7%,,,8.50%
30554,305541000,Silver Pomfret (Pomfret genus),7%,,,8.50%
30554,305549000,Other,7%,,,8.50%
30559,305591000,Pipefish and hippocampi,2%,,,0%
30559,305599010,"Other endangered fish other than edible for human consumption, dried (whether or not salted but not smoked)",7%,,,8.50%
30559,305599090,"Other fish other than edible for human consumption, dried (whether or not salted but not smoked)",7%,,,8.50%
30561,305610000,"Herrings (Atlantic herring, pacific herring)",7%,,4.80%,8.50%
30562,305620000,"Cod(Atlantic cod, Pacific cod, Greenland cod)",7%,,5.30%,8.50%
30563,305630000,Anchovies (Engraulis spp.),7%,,5.30%,8.50%
30564,305640010,"Marbled eels, dried, salted or in brine, other than deible for human consumption, but not smoked",10%,,,8.50%
30564,305640020,"European eels, dried, salted or in brine, other than deible for human consumption, but not smoked",10%,,,8.50%
30564,305640090,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp ( Cyprinus spp., Carassius spp., Ctenopharyngodon idellus Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus , Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.), dried, salted or in brine (excluding smoked) (other than edible fish offal), salted or in brine",10%,,,8.50%
30569,305691000,Scabber fish (Trichurius),7%,,,8.50%
30569,305692000,Yellow croaker (Pseudosicaena),10%,,,8.50%
30569,305693000,Butterfish (Pampus),7%,,,8.50%
30569,305699010,"Other endangered fish, other than edible for human consuption, salted or in brine (not dried nor smoked)",7%,,,8.50%
30569,305699090,"Other fish, other than edible for human consuption salted or in brine (not dried nor smoked)",7%,,,8.50%
30571,305710010,"Sharks fins of whale(Rhincodon), man-eating shark (Cacharodon), basking shark(Cetorhinus), whether or not dried, salted, in brine and smoked",15%,,,
30571,305710090,"Other sharks fins, whether or not dried, salted, in brine and smoked, whether or not dried, salted, in brine and smoked",15%,,,
30572,305720010,"Endangered fish of fish head, tail and maws, whether or not dried, salted, in brine and smoked",7%,,,8.50%
30572,305720090,"Other fish of fish head, tail and maws, whether or not dried, salted, in brine and smoked",7%,,,8.50%
30579,305790010,"Other endangered fish edible for human consumption, whether or not dried, salted, in brine and smoked",7%,,,8.50%
30579,305790090,"Other fish edible for human consumption, whether or not dried, salted, in brine and smoked",7%,,,8.50%
30611,306110000,"Reef shrimp and shrimp(Palinurus, Lobster genus, Rock lobster genus)",7%,,,3%
30612,306120000,Ao lobster(Ao lobster genus),7%,,5%,3%
30614,306141000,Swimming crab,7%,,,3%
30614,306149011,Frozen Lithodes aequispinus,7%,5%,,5.30%
30614,306149019,"Frozen Eriocheir sinensis, Lithodes, Paralithodes camtschaticus, Paralithodes brevipes, Paralithodes platypus, Snow Crab",7%,5%,,5.30%
30614,306149090,"Other crab, frozen",7%,5%,,5.30%
30615,306150000,Norway Lobsters(Nehrops norvegicus),7%,,,8.50%
30616,306161100,Shelled,7%,,3.50%,0%
30616,306161200,"Frozen boiled Northem pandalus(Pandalus), excluding shrimps",5%,2%,2.50%,0%
30616,306161900,Other,5%,,2.50%,0%
30616,306162100,Shelled,7%,,3.50%,0%
30616,306162900,Other,5%,,2.50%,0%
30617,306171100,Shelled,7%,,3.50%,0%
30617,306171900,Other,5%,2%,2.50%,0%
30617,306172100,Shelled,7%,,3.50%,0%
30617,306172900,Other,5%,,2.50%,0%
30619,306191100,Shelled,7%,,,8.50%
30619,306191900,Other,7%,,,8.50%
30619,306199000,Other,7%,,,8.50%
30631,306311000,For cultivation,0%,,,
30631,306319000,Other,7%,5%,,4.50%
30632,306321000,For cultivation,0%,,,
30632,306329000,Other,7%,,,4.50%
30633,306331000,For cultivation,0%,,,
30633,306339100,"Freshwater crabs, live",7%,,,4.20%
30633,306339200,Swimming crab,14%,,,4.20%
30633,306339911,Live Lithodes aequispinus,7%,,,4.20%
30633,306339919,"Eriocheir sinensis, Lithodes, Paralithodes camtschaticus, Paralithodes brevipes, Paralithodes platypus, Snow Crab, live, fresh or cold",7%,,,4.20%
