HS6,HSCODE,NM_EN,NM_KO
40630,406300000,processed cheese grated powdered ,가공치즈(갈았거나 가루 모양의 것은 제외한다)
40640,406400000,blue-veined cheese other cheese containing veins produced penicillium roqueforti ,블루바인 치즈(blue-veined cheese)와 페니실리움 로우크포티(Penicillium roqueforti)로 생산된 바인(vein)을 함유한 그 밖의 치즈
40690,406901000,cheddar cheese ,체더 치즈(Cheddar cheese)
40690,406902000,gouda cheese ,하우다 치즈(Gouda cheese)
40690,406903000,camembert cheese ,카망베르 치즈(Camembert cheese)
40690,406904000,emmental cheese ,에멘탈 치즈(Emmental cheese)
40700,407009000,duck egg ,
40721,407210000,fowls species domesticus ,닭[갈루스 도메스티쿠스(Gallus domesticus)종으로 한정한다]의 것
40811,408110000,egg yolk powder turbulence ,
40819,408190000,egg yolks ,
40819,408190000,egg yolk ,
40891,408910000,dried eggs globigen ,
40891,408910000,dried eggs powder sugar ,
40891,408910000,egg powder egg blend feed powder feed egg yolk egg white ,
40891,408910000,mixture egg powder whole ,
40891,408910000,egg whole powder freeze scrambled egg ,
40891,408910000,whole egg powder ,
40899,408999000,quails shell quail egg ,
40900,409000000,natural honey ,천연꿀
40900,409000000,natural honey bee australian red ginseng honey straws ,
40900,409000000,natural honey manuka honey bee venom gbottle food manuka honey bee venom ppm ,
40900,409000000,natural honey honey walnuts ,
40900,409000000,natural honey honey royal ,
40900,409000000,natural honey sedona honey prickly pear cactus fruit ,
40900,409000000,natural honey cactus honey net lbs ,
40900,409000000,natural honey organic royal honey ,
40900,409000000,natural honey manuka honey bee pollen gbottle food manuka honey bee pollen ,
40900,409000000,natural honey paste food ,
40900,409000000,honey mixed ,
40900,409000000,natural honey reinforced royal jerry ,
40900,409000000,creamed natural honey honey ,
40900,409000000,natural honey ,
40900,409000000,natural honey comvita pure manuka honey lozenges ,
40900,409000000,natural honey lemon honey ,
40900,409000000,natural honey organic honey ginger ,
40900,409000000,natural honey honey mix royal ,
40900,409000000,natural honey acacia honeycomb bee pollen ,
40900,409000000,natural honey linden honeycomb bee pollen ,
40900,409000000,natural honey trufflin black truffle honey ,
40900,409000000,natural honey honey espelette pepper ,
40900,409000000,natural honey royal mountain flower honey ,
40900,409000000,natural honey honey thyme essential oils ,
40900,409000000,natural honey manuka honey propolis gbottle food manuka honey propolis ,
40900,409000000,natural honey ,
40900,409000000,natural honey honey propolis ,
40900,409000000,natural honey organic honey cinnamon ,
40900,409000000,natural honey acacia honey ,
40900,409000000,natural honey turmeric honey ,
40900,409000000,natural honey honey raspberries ,
41000,410001000,turtles eggs ,거북알
41000,410002000,edible-nest swiftlet＇ nests ,칼새둥지
41000,410003000,royal capsules royal capsulesbottle semo ,
41000,410003000,royal ,로열젤리
41000,410009000,natural royal jellyfresh royal ,
41000,410009000,natural propolis ,
41000,410009000,propolis natural ,
41000,410009000,refined propolis ,
50100,501000000,human hair unworked washed scoured waste human hair ,"사람 머리카락(가공하지 않은 것으로 한정하며, 세척이나 세정을 했는지에 상관없다)과 그 웨이스트(waste)"
50210,502100000,pigs＇ hogs＇ boars＇ bristles hair waste thereof ,돼지털ㆍ멧돼지털과 이들의 웨이스트(waste)
50290,502902000,goat hair ,염소털
50400,504001010,bovine ,소의 것
50400,504001021,sausage casing ,소시지 케이싱용
50400,504001090,sea cucumber guts ,
50400,504002000,bladders ,방광
50400,504003000,chicken gizzard piecesfrozen sandbag skewers ,
50400,504003000,duck gizzard frozen ,
50400,504003000,stomachs ,위
50510,505100000,feathers kind used stuffing ,솜털과 충전재용 깃털
50510,505100000,feathers stuffing ,
50510,505100000,grey ,
50510,505100000,feathers polyester fiber ,
50590,505901000,powder feathers ,깃털 가루
50610,506100000,ossein bones treated acid ,골소(骨素)와 뼈[산(酸)처리한 것으로 한정한다]
50690,506901010,tigers ,호랑이의 것
50690,506901020,bone bovine animal ,
50690,506901090,sharks bone ,
50690,506901090,other bones frozen school shark spine ,
50690,506901090,other bones elephantfish spine ,
50690,506902000,powder bones ,뼛가루
50690,506902000,shark cartilage ,
50690,506902000,shark cartilage powder ,
50690,506902000,bone meal ,
50690,506902000,health food preparation shark cartilage shark cartilage ,
50690,506902000,shark cartilage capsules ,
50690,506902000,shark cartilage powder ,
50690,506902000,shark cartilage capsules ,
50690,506902000,shark cartilage powder shark cartilage powder capsule ,
50690,506902000,shark cartilagecapsules ,
50690,506902000,bone powder ,
50690,506902000,powder bones calgosalmon calcium ,
50690,506902000,powder bones shark cartilage powder ,
50710,507101000,ivory elephant ,상아
50710,507102000,rhinoceros horns ,서각
50790,507901110,young antlers whole ,
50790,507901110,whole ,전지(全枝)
50790,507901190,young antler powder vita prima velvet antler capsbottle food supplement young antler ,
50790,507901200,antlers ,녹각
50790,507901200,antler reindeer horns ,
50790,507902010,tortoise shells plates ,귀갑(龜甲)과 귀판(龜板)
50790,507902020,whalebone whalebone hair ,고래수염과 그 털
50790,507902030,pangolin shells scales ,천산갑(穿山甲)
50790,507902040,hooves claws including nails ,발굽과 발톱
50790,507902090,goats ,
50800,508001000,coral ,
50800,508001000,coral calcium corapower coral ,
50800,508001000,coral aqua sand coral shell ,
50800,508001000,powder coral sand ,
50800,508001000,coral ,산호
50800,508002010,mother pearl shells ,진주패각
50800,508002020,abalone shells ,청패각(전복)
50800,508002030,oyster shells ,첩패각과 지첩패각
50800,508002040,snail shells ,야광패각(소라)
50800,508002050,trocus shells ,트로커스(Trocus) 패각
50800,508002060,agoya shells ,아고야(Agoya) 패각
50800,508002070,fresh water shells megalonaiasnervosa amblemaplicata quadrula quadrula spp ,"민물패각[메가로나이아스네보사(Megalonaiasnervosa), 앰브레마프리카타(Amblemaplicata), 콰드루라 콰드루라(Quadrula quadrula)종]"
50800,508002090,snail shell snail shell ,
50800,508009000,crab shell ,
50800,508009000,crab leg shell ,
51000,510001000,ambergris ,용연향(ambergris)
51000,510002000,castoreum ,해리향(castoreum)
51000,510003000,musk ,사향
51000,510004000,bezoar ,우황
51000,510005000,pteropi faeces ,오령지
51000,510009010,pancreas ,췌장
51000,510009020,bile ,담즙
51000,510009030,gecko ,합개(蛤□)
51110,511100000,bovine semen ,소의 정액
51191,511911010,brine shrimp eggs ,브라인 슈림프(brine shrimp) 알
51191,511911010,brine shrimp eggs artemia cysts ,
51191,511911090,triops eggs consisting feed put set retail triops dan ,
51191,511912000,fish waste ,
51191,511912000,fish waste ,어류의 웨이스트(waste)
51191,511912000,tuna paste darangi paste ,
51191,511912000,cod milt daegugon frozen abalone intestines ,
51191,511912000,gill fish frozen ,
51191,511912000,frozen blue fin tuna head ,
51191,511912000,frozen big eye tuna head ,
51191,511919000,brine shrimp eggs decapsulated artemia ,
51191,511919000,squid waste frozen pperu ,
51191,511919000,microcrustacean dead freeze ,
51191,511919000,scallops frozen ,
51191,511919000,small minnow fish bait ,
51191,511919000,blood worm frozen ,
51191,511919000,gammarus ,
51191,511919000,water ,
51199,511991000,animal blood ,동물의 피
51199,511991000,deer blood stag blood tablet eabottle food deer national deer horn ,
51199,511991000,animal blood powder ,
51199,511992010,swine semen ,돼지의 정액
51199,511994000,sinews tendons ,동물의 건(腱)과 근(筋)
51199,511995011,dressed ,정돈한 것
51199,511995020,horsehair waste ,말의 털의 웨이스트(waste)
51199,511996000,natural sponges animal origin ,동물성의 해면
51199,511999010,silkworm eggs ,잠종(蠶種)
51199,511999020,chrysalis silk worm ,누에번데기
51199,511999020,chrysalis silk worm powder feed ,
51199,511999020,chrysalis silk worm pupa powder ,
51199,511999020,chrysalis silk worm dried host ,
51199,511999030,freeze tubifex worms ,
51199,511999030,dead mealworm ,
51199,511999030,mealworm dead ,
51199,511999030,dead cricket cricket ,
51199,511999030,dead cricket frozen house cricket ,
51199,511999030,dead cricket frozen cricket ,
51199,511999030,dead animals other products dead animals chapter ,동물의 사체(제3류 물의 사체는 제외한다)
51199,511999030,dead cricket crushed house cricket ,
51199,511999040,paring similar waste rawhides skins ,원피의 페어링(paring)과 이와 유사한 웨이스트(waste)
51199,511999040,raw hide waste ,
51199,511999090,coral waste ,
51199,511999090,salmon eggs used fishing baitno spawn sacs ,
51199,511999090,earthwormdried ground powder bait earthworm ,
51199,511999090,scorpion ,
51199,511999090,silkworm dried silkworm silkworm powder ,
51199,511999090,baby shrimp fish bait ,
51199,511999090,salmon eggs used fishing baitno host ,
51199,511999090,dried chicken meat pet food poketino sasami zaki ,
51199,511999090,salmon eggs used fishing baitno unks choice ,
51199,511999090,osirich egg shells ,
60110,601101000,tulips ,튤립의 것
60110,601102000,lilies ,백합의 것
60110,601103000,dahlias ,달리아의 것
60110,601104000,hyacinthus ,히아신스의 것
60110,601105000,gladiolus ,글라디올러스의 것
60110,601106000,iris ,아이리스의 것
60110,601107000,freesias ,프리지어의 것
60110,601108000,narcissus ,수선화의 것
60120,601206000,chicory plants roots ,치커리와 치커리 뿌리
60120,601209090,rhizomes growth sansevieria ,
60120,601209090,rhizomes growth sansevieria ,
60120,601209090,rhizomes growth sansevieria ,
60210,602101000,fruit trees ,과일나무의 것
60210,602109000,cauliflower licorice ,
60210,602109000,live bamboo cutting sopen good luck bamboo ,
60220,602201000,apple trees ,사과나무
60220,602202000,pear trees ,배나무
60220,602203000,peach trees ,복숭아나무
60220,602204000,grape vines ,포도나무
60220,602205000,persimmon trees ,감나무
60220,602206000,citrus trees ,귤나무
60220,602207010,chestnut trees ,밤나무
60220,602207020,walnut trees ,호두나무
60220,602207030,korean pine trees ,잣나무
60230,602300000,rhododendrons azaleas ,철쭉과 진달래속의 식물(접목했는지에 상관없다)
60240,602400000,roses ,장미(접목했는지에 상관없다)
60290,602901010,orchids orchises ,난초
60290,602901020,carnations ,카네이션
60290,602901030,guzmania empire ,구즈마니아
60290,602901040,gypsophilas ,안개초
60290,602901060,cactus ,선인장류
60290,602901090,flowering plants dracaena fragrance ,
60290,602902020,larch trees ,낙엽송
60290,602902030,cryptomeria ,삼나무
60290,602902040,japanese cypress ,편백
60290,602902050,rigi-taeda ,리기테다
60290,602902081,bonsai ,분재용
60290,602909010,peony trees ,목단
60290,602909020,camellia trees ,동백
60290,602909030,mulberry trees ,뽕나무
60290,602909040,mushroom spawn oak pole mushrooms seed ,
60290,602909040,mushroom spawn ,
60290,602909040,mushroom spawn ,
60290,602909040,mushroom spawn ,버섯의 종균(種菌)
60290,602909090,live plants wagnerianus ,
60311,603110000,roses ,장미
60313,603131000,cymbidiums ,심비디움(Cymbidiums)
60313,603132000,phalaenopsis ,팔레놉시스(Phalaenopsis)
60314,603140000,chrysanthemums ,국화
60315,603150000,lilies lilium spp ,백합[릴리움(Lilium)종]
60319,603191000,tulips ,튤립
60319,603192000,gladiolus ,글라디올러스
60319,603194000,gypsophila ,안개초
60390,603900000,herbarium ,
60390,603900000,cut flower pressed flower ,
60390,603900000,dried flowers glass ,
60390,603909000,dried gypsophila ,
60410,604100000,sphagnum moss moss ,
60420,604202010,leaves ginkgos ,은행잎
60490,604901000,mosses lichens ,이끼와 지의(地衣)
60499,604990000,cedrus cone cedar small ,
70110,701100000,seed ,종자용
70190,701900000,potatochilled peeled ,
70190,701900000,potato ,
70200,702000000,tomatoes fresh chilled ,토마토(신선한 것이나 냉장한 것으로 한정한다)
70310,703101000,onions ,양파
70310,703101000,onions chilled onion dice ,
70310,703102000,shallots ,쪽파
70320,703200000,garlic deflavor garlic ,
70320,703201000,peeled ,껍질을 깐 것
70320,703201000,fresh garlic garlic red pepper powder ginger paste ,
70320,703201000,garlic crushed garlic ,
70320,703201000,garlic ,
70390,703901000,leeks ,리크(leek)
70390,703909000,other alliaceous vegetable fresh allium hookeri ,
70410,704100000,cauliflowers broccoli ,꽃양배추와 결구(結球) 브로콜리(broccoli)
70410,704100000,cauliflowers broccoli mixture veg medley ,
70420,704200000,brussels sprouts ,방울다다기 양배추
70490,704901000,cabbages ,양배추
70490,704902000,chinese cabbages ,배추
70490,704902000,chinese cabbages pickled cabbage ,
70511,705110000,cabbage lettuce head lettuce ,결구(結球) 상추
70519,705190000,lactuca sativa var asparagina stem lettuce ,
70521,705210000,witloof chicory cichorium intybus var foliosum ,위트루프 치커리(Witloof chicory)[시코리엄 인티부스 변종 포리오섬(Cichorium intybus var. foliosum)]
70610,706101000,carrots ,당근
70610,706102000,turnips ,순무
70690,706901000,radishes ,무
70690,706901000,chilled crushed kgpack food ,
70690,706902000,wasabi horseradishes ,고추냉이와 겨자무
70690,706903000,codonopsis ,더덕
70690,706904000,platycodon grandiflorum ,도라지
70690,706909000,root chinese bellflower ,
70700,707000000,cucumbers farmers vlasic kosher dill spears ,
70700,707000000,cucumbers gherkins fresh chilled ,오이류(신선한 것이나 냉장한 것으로 한정한다)
70820,708200000,leguminous vegetables ,
70890,708900000,other leguminous vegetables ,그 밖의 채두류(菜豆類)
70930,709300000,aubergines egg-plants ,가지(에그플랜트)
70940,709400000,celery other celeriac ,셀러리(celery)[셀러리액(celeriac)은 제외한다]
70959,709592000,oak mushrooms ,표고버섯
70959,709593000,ling chiu mushrooms ,영지버섯
70959,709594010,king oyster mushrooms chilled saesong dice ,
70959,709594010,fresh king oyster mushroom wimory king oyster mushroom ,
70959,709594010,king oyster mushrooms ,큰느타리버섯
70959,709595000,winter mushrooms ,팽이버섯
70959,709595000,winter mushrooms ,
70959,709596000,truffles ,송로(松露)
70960,709601000,sweet peppers type ,단고추(벨타입으로 한정한다)
70970,709700000,spinach new spinach orache spinach garden spinach ,시금치류
70990,709909000,mixtures vegetables ,
70990,709909000,vegetable mixture mixed vegetables gcan ,
70990,709909000,vegetable mixture sliced gpack food bracken judas nameko mushroom bamboo shoot sweet potato stem ,
70990,709909000,aralia shoots gpack food ,
70990,709909000,other vegetable fresh ,
70990,709909000,garlics stem garlic stems ,
70990,709909000,other vegetable fresh ,
70990,709909000,aralia shoots food ,
70990,709909000,soybean sprout ,
70991,709910000,globe artichokes ,글로브 아티초크(globe artichoke)
70993,709930000,pumpkins squash gourds cucurbita spp ,호박류[쿠쿠르비타(Cucurbita)종]
70999,709991000,bracken ,고사리
70999,709992000,flowering ferns ,고비
70999,709999000,banana blossom fresh ,
70999,709999000,culantro fresh ,
70999,709999000,garlic stem helios ajo ,
70999,709999000,ginger sprouts fresh ginger sprouts ,
71010,710100000,potato frozen ,
71010,710100000,boiled potatoes frozen recipe quic dehydrofrozen potatoes ,
71010,710100000,potato frozen potatoes ,
71010,710100000,potato frozen dehydro dinner cut ,
71010,710100000,potato thick potato ,
71010,710100000,potato frozen frozen potato paste ,
71010,710100000,potato frozen plain potatopuree nature belgium ,
71021,710210000,peas green peas ,
71022,710220000,mung frozen frozen green beans ,
71022,710220000,mung bean frozen ,
71022,710220000,small red beans boiled frozen frozen red beans ,
71022,710220000,beans vigna spp. phaseolus spp ,콩[비그나(Vigna)종ㆍ파세러스(Phaseolus)종)]
